feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1659692	1660051	+	WP_002519283.1	WP_002519283.1		hypothetical protein		23324691	PPA_RS07775	360	119	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1660119	1660352	+						30769404	PPA_RS12815	234		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1660119	1660352	+	WP_002524363.1	WP_002524363.1		hypothetical protein		30769404	PPA_RS12815	234	77	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1660512	1662504	+						23324692	PPA_RS07780	1993		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1660512	1662504	+				2-enoate reductase		23324692	PPA_RS07780	1993		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1662579	1662935	-						2932743	PPA_RS07785	357		old_locus_tag=PPA1543
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1662579	1662935	-	WP_002514358.1	WP_002514358.1		metal-sulfur cluster assembly factor		2932743	PPA_RS07785	357	118	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1662935	1663420	-						2933245	PPA_RS07790	486		old_locus_tag=PPA1544
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1662935	1663420	-	WP_002514359.1	WP_002514359.1		SUF system NifU family Fe-S cluster assembly protein		2933245	PPA_RS07790	486	161	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1663417	1664658	-						2933227	PPA_RS07795	1242		old_locus_tag=PPA1545
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1663417	1664658	-	WP_011183875.1	WP_011183875.1		SufS family cysteine desulfurase		2933227	PPA_RS07795	1242	413	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1664661	1665428	-						2932345	PPA_RS07800	768		old_locus_tag=PPA1546
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1664661	1665428	-	WP_002514361.1	WP_002514361.1		Fe-S cluster assembly ATPase SufC		2932345	PPA_RS07800	768	255	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1665435	1665758	-						2933176	PPA_RS07805	324		old_locus_tag=PPA1547
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1665435	1665758	-	WP_002514362.1	WP_002514362.1		non-heme iron oxygenase ferredoxin subunit		2933176	PPA_RS07805	324	107	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1665758	1666858	-						2932011	PPA_RS07810	1101		old_locus_tag=PPA1548
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1665758	1666858	-	WP_002531084.1	WP_002531084.1		Fe-S cluster assembly protein SufD		2932011	PPA_RS07810	1101	366	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1667019	1668467	-						2932012	PPA_RS07815	1449		old_locus_tag=PPA1549
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1667019	1668467	-	WP_002514364.1	WP_002514364.1		Fe-S cluster assembly protein SufB		2932012	PPA_RS07815	1449	482	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1668464	1669228	-						2931029	PPA_RS07820	765		old_locus_tag=PPA1550
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1668464	1669228	-	WP_002514365.1	WP_002514365.1		transcriptional regulator		2931029	PPA_RS07820	765	254	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1669408	1669719	-						30769405	PPA_RS12820	312		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1669408	1669719	-	WP_002531083.1	WP_002531083.1		hypothetical protein		30769405	PPA_RS12820	312	103	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1669703	1670809	+						2931126	PPA_RS07825	1107		old_locus_tag=PPA1552
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1669703	1670809	+	WP_002521387.1	WP_002521387.1		maltose-binding protein		2931126	PPA_RS07825	1107	368	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1670910	1672514	+						2931124	PPA_RS07830	1605		old_locus_tag=PPA1553
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1670910	1672514	+	WP_002531082.1	WP_002531082.1		maltose ABC transporter permease		2931124	PPA_RS07830	1605	534	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1672514	1673419	+						2931122	PPA_RS07835	906		old_locus_tag=PPA1554
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1672514	1673419	+	WP_011183876.1	WP_011183876.1		maltose ABC transporter permease		2931122	PPA_RS07835	906	301	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1673445	1674530	+						2931119	PPA_RS07840	1086		old_locus_tag=PPA1555
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1673445	1674530	+	WP_002521389.1	WP_002521389.1		LacI family transcriptional regulator		2931119	PPA_RS07840	1086	361	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1674674	1677157	+						2931120	PPA_RS07845	2484		old_locus_tag=PPA1556
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1674674	1677157	+	WP_002521390.1	WP_002521390.1		sodium-translocating pyrophosphatase		2931120	PPA_RS07845	2484	827	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1677201	1677935	+						2931117	PPA_RS07850	735		old_locus_tag=PPA1557
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1677201	1677935	+	WP_002521391.1	WP_002521391.1		ABC transporter ATP-binding protein		2931117	PPA_RS07850	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1677937	1678701	+						2931115	PPA_RS07855	765		old_locus_tag=PPA1558
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1677937	1678701	+	WP_002514373.1	WP_002514373.1		ABC transporter permease		2931115	PPA_RS07855	765	254	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1678698	1679585	+						2931113	PPA_RS07860	888		old_locus_tag=PPA1559
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1678698	1679585	+	WP_002521393.1	WP_002521393.1		cytochrome oxidase assembly protein		2931113	PPA_RS07860	888	295	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1679681	1681189	-						2931112	PPA_RS07865	1509		old_locus_tag=PPA1560
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1679681	1681189	-	WP_011183878.1	WP_011183878.1		exo-alpha-sialidase		2931112	PPA_RS07865	1509	502	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1681304	1682317	-						2931110	PPA_RS07870	1014		old_locus_tag=PPA1561
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1681304	1682317	-	WP_002521394.1	WP_002521394.1		protoheme IX farnesyltransferase		2931110	PPA_RS07870	1014	337	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1682542	1684116	+						2931111	PPA_RS07875	1575		old_locus_tag=PPA1563
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1682542	1684116	+	WP_002514378.1	WP_002514378.1		glucose-6-phosphate dehydrogenase		2931111	PPA_RS07875	1575	524	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1684126	1685058	+						2931108	PPA_RS07880	933		old_locus_tag=PPA1564
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1684126	1685058	+	WP_009640240.1	WP_009640240.1		OpcA protein		2931108	PPA_RS07880	933	310	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1685055	1685789	+						2931106	PPA_RS07885	735		old_locus_tag=PPA1565
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1685055	1685789	+	WP_002521397.1	WP_002521397.1		6-phosphogluconolactonase		2931106	PPA_RS07885	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1685763	1685882	-						30769406	PPA_RS12825	120		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1685763	1685882	-	WP_073885303.1	WP_073885303.1		neuraminidase		30769406	PPA_RS12825	120	39	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1686129	1686632	+						2931104	PPA_RS07890	504		old_locus_tag=PPA1566
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1686129	1686632	+	WP_009640237.1	WP_009640237.1		DoxX family membrane protein		2931104	PPA_RS07890	504	167	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1686718	1687515	+						2931103	PPA_RS07895	798		old_locus_tag=PPA1567
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1686718	1687515	+	WP_002521399.1	WP_002521399.1		thioredoxin		2931103	PPA_RS07895	798	265	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1687656	1690268	+						2931100	PPA_RS07900	2613		old_locus_tag=PPA1568
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1687656	1690268	+	WP_002531079.1	WP_002531079.1		valine--tRNA ligase		2931100	PPA_RS07900	2613	870	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1690563	1694471	+						2931101	PPA_RS07905	3909		old_locus_tag=PPA1569
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1690563	1694471	+	WP_049751731.1	WP_049751731.1		carbohydrate-binding protein		2931101	PPA_RS07905	3909	1302	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1694589	1697849	-						2931099	PPA_RS07910	3261		old_locus_tag=PPA1570
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1694589	1697849	-	WP_002531076.1	WP_002531076.1		PDZ domain-containing protein		2931099	PPA_RS07910	3261	1086	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1697985	1699274	-						2931098	PPA_RS07915	1290		old_locus_tag=PPA1571
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1697985	1699274	-	WP_002514386.1	WP_002514386.1		ATP-dependent Clp protease ATP-binding subunit ClpX		2931098	PPA_RS07915	1290	429	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1699463	1700197	-					clpP	2931005	PPA_RS07920	735		old_locus_tag=PPA1572
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1699463	1700197	-	WP_002519269.1	WP_002519269.1		ATP-dependent Clp protease proteolytic subunit	clpP	2931005	PPA_RS07920	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1700160	1700765	-						2931815	PPA_RS07925	606		old_locus_tag=PPA1573
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1700160	1700765	-	WP_002516946.1	WP_002516946.1		ATP-dependent Clp protease proteolytic subunit		2931815	PPA_RS07925	606	201	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1700874	1702088	-						2931944	PPA_RS07930	1215		old_locus_tag=PPA1574
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1700874	1702088	-	WP_002519268.1	WP_002519268.1		AI-2E family transporter		2931944	PPA_RS07930	1215	404	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1702280	1703872	-						2931945	PPA_RS07935	1593		old_locus_tag=PPA1575
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1702280	1703872	-	WP_002531075.1	WP_002531075.1		trigger factor		2931945	PPA_RS07935	1593	530	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704128	1704201	-						2931935	PPA_RS07945	74		old_locus_tag=PPA2438
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704128	1704201	-				tRNA-Gly		2931935	PPA_RS07945	74		anticodon=TCC
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704361	1704812	+						30769407	PPA_RS12830	452		pseudo;old_locus_tag=PPA2360
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704361	1704812	+				hypothetical protein		30769407	PPA_RS12830	452		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704973	1707849	+						23324695	PPA_RS07955	2877		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1704973	1707849	+	WP_002531073.1	WP_002531073.1		helicase		23324695	PPA_RS07955	2877	958	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1707836	1708264	+						2932800	PPA_RS07960	429		old_locus_tag=PPA1578
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1707836	1708264	+	WP_002531072.1	WP_002531072.1		hypothetical protein		2932800	PPA_RS07960	429	142	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1708330	1708953	+						2932604	PPA_RS07965	624		old_locus_tag=PPA1579
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1708330	1708953	+	WP_011183882.1	WP_011183882.1		peptidase S51		2932604	PPA_RS07965	624	207	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1708939	1709415	-						23324696	PPA_RS07970	477		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1708939	1709415	-	WP_002531070.1	WP_002531070.1		terminase		23324696	PPA_RS07970	477	158	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1709249	1709824	-						30769408	PPA_RS12835	576		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1709249	1709824	-	WP_073860685.1	WP_073860685.1		hypothetical protein		30769408	PPA_RS12835	576	191	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1709942	1710541	-						23324698	PPA_RS07980	600		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1709942	1710541	-	WP_002531068.1	WP_002531068.1		hypothetical protein		23324698	PPA_RS07980	600	199	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1710571	1710858	-						2932794	PPA_RS07985	288		old_locus_tag=PPA1583
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1710571	1710858	-	WP_023031555.1	WP_023031555.1		hypothetical protein		2932794	PPA_RS07985	288	95	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1711024	1711362	-						23324699	PPA_RS07990	339		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1711024	1711362	-	WP_002531066.1	WP_002531066.1		hypothetical protein		23324699	PPA_RS07990	339	112	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1711359	1712039	-						2932764	PPA_RS07995	681		old_locus_tag=PPA1585
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1711359	1712039	-	WP_009639901.1	WP_009639901.1		hypothetical protein		2932764	PPA_RS07995	681	226	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1712135	1713385	-						2932736	PPA_RS08000	1251		old_locus_tag=PPA1586
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1712135	1713385	-	WP_011183884.1	WP_011183884.1		lactate dehydrogenase		2932736	PPA_RS08000	1251	416	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1713357	1714547	-						2932737	PPA_RS08005	1191		old_locus_tag=PPA1587
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1713357	1714547	-	WP_002531063.1	WP_002531063.1		methionine adenosyltransferase		2932737	PPA_RS08005	1191	396	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1714632	1715204	-						2932683	PPA_RS08010	573		old_locus_tag=PPA1589
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1714632	1715204	-	WP_002531062.1	WP_002531062.1		hypothetical protein		2932683	PPA_RS08010	573	190	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1715266	1716078	+						2932678	PPA_RS08015	813		old_locus_tag=PPA1590
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1715266	1716078	+	WP_002536727.1	WP_002536727.1		hypothetical protein		2932678	PPA_RS08015	813	270	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1716068	1718509	-						2933223	PPA_RS08020	2442		old_locus_tag=PPA1591
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1716068	1718509	-	WP_011183885.1	WP_011183885.1		DUF1906 domain-containing protein		2933223	PPA_RS08020	2442	813	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1718602	1718756	+						30769409	PPA_RS12840	155		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1718602	1718756	+				exopolyphosphatase		30769409	PPA_RS12840	155		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1718901	1719278	-						2932440	PPA_RS08025	378		old_locus_tag=PPA1592
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1718901	1719278	-	WP_002531058.1	WP_002531058.1		HNH endonuclease		2932440	PPA_RS08025	378	125	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1719434	1719895	-						2933241	PPA_RS08030	462		old_locus_tag=PPA1593
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1719434	1719895	-	WP_007401040.1	WP_007401040.1		hypothetical protein		2933241	PPA_RS08030	462	153	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1719886	1721262	-						2933242	PPA_RS08035	1377		old_locus_tag=PPA1594
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1719886	1721262	-	WP_002531056.1	WP_002531056.1		ATP-dependent helicase		2933242	PPA_RS08035	1377	458	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1721243	1721521	-						2931157	PPA_RS08040	279		old_locus_tag=PPA1595
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1721243	1721521	-	WP_011183886.1	WP_011183886.1		VRR-NUC domain-containing protein		2931157	PPA_RS08040	279	92	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1721656	1723914	-						2932952	PPA_RS08045	2259		old_locus_tag=PPA1596
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1721656	1723914	-	WP_002531054.1	WP_002531054.1		hypothetical protein		2932952	PPA_RS08045	2259	752	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1723911	1724348	-						2933214	PPA_RS08050	438		old_locus_tag=PPA1597
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1723911	1724348	-	WP_011183887.1	WP_011183887.1		hypothetical protein		2933214	PPA_RS08050	438	145	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1724348	1725109	-						2932356	PPA_RS08055	762		old_locus_tag=PPA1598
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1724348	1725109	-	WP_002531052.1	WP_002531052.1		hypothetical protein		2932356	PPA_RS08055	762	253	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1725426	1726343	+						2932242	PPA_RS08060	918		old_locus_tag=PPA1599
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1725426	1726343	+	WP_007400937.1	WP_007400937.1		CAAX amino protease		2932242	PPA_RS08060	918	305	
